decision_id,record_id,kanda,sarga,record_type,recommended_choice,confidence,risk_if_wrong
"DEC-stg-postv1-ayodhyakanda-s35-relationship-001","stg-postv1-ayodhyakanda-s35-relationship-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-verse-section-001","stg-postv1-ayodhyakanda-s35-verse-section-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-verse-section-002","stg-postv1-ayodhyakanda-s35-verse-section-002","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-verse-section-003","stg-postv1-ayodhyakanda-s35-verse-section-003","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-verse-section-004","stg-postv1-ayodhyakanda-s35-verse-section-004","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s34-source-001","stg-postv1-ayodhyakanda-s34-source-001","Ayodhya Kanda","34","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s35-source-001","stg-postv1-ayodhyakanda-s35-source-001","Ayodhya Kanda","35","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-dialogue-001","stg-postv1-ayodhyakanda-s36-dialogue-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-dialogue-002","stg-postv1-ayodhyakanda-s36-dialogue-002","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-dialogue-003","stg-postv1-ayodhyakanda-s36-dialogue-003","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-dialogue-004","stg-postv1-ayodhyakanda-s36-dialogue-004","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-event-001","stg-postv1-ayodhyakanda-s36-event-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-event-002","stg-postv1-ayodhyakanda-s36-event-002","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-event-003","stg-postv1-ayodhyakanda-s36-event-003","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-event-004","stg-postv1-ayodhyakanda-s36-event-004","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-historical-norm-001","stg-postv1-ayodhyakanda-s36-historical-norm-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-sarga-001","stg-postv1-ayodhyakanda-s36-sarga-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-theme-001","stg-postv1-ayodhyakanda-s36-theme-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-character-reference-001","stg-postv1-ayodhyakanda-s36-character-reference-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-verse-section-001","stg-postv1-ayodhyakanda-s36-verse-section-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-verse-section-002","stg-postv1-ayodhyakanda-s36-verse-section-002","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-verse-section-003","stg-postv1-ayodhyakanda-s36-verse-section-003","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-verse-section-004","stg-postv1-ayodhyakanda-s36-verse-section-004","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
"DEC-stg-postv1-ayodhyakanda-s36-source-001","stg-postv1-ayodhyakanda-s36-source-001","Ayodhya Kanda","36","","HUMAN_EDITOR_REQUIRED","LOW","Incorrect canonicalization could erase a textual, edition, translation, tradition, entity, or locator distinction."
